ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position
ENSG00000118482	PHF3	6	63635802	63779336
ENSG00000118492	ADGB	6	146598967	146815462
ENSG00000118495	PLAGL1	6	143940300	144064599
ENSG00000118496	FBXO30	6	145793502	145814795
ENSG00000118503	TNFAIP3	6	137867214	137883312
ENSG00000118507	AKAP7	6	131135467	131283535
ENSG00000118508	RAB32	6	146543833	146554953
ENSG00000118513	MYB	6	135181308	135219173
ENSG00000118514	ALDH8A1	6	134917393	134950115
ENSG00000118515	SGK1	6	134169248	134318112
ENSG00000118518	RNF146	6	127266726	127288567
ENSG00000118520	ARG1	6	131470832	131584332
ENSG00000118523	CCN2	6	131948176	131951372
ENSG00000118579	MED28	4	17614641	17634105
ENSG00000118620	ZNF430	19	21020634	21060050
ENSG00000118680	MYL12B	18	3261479	3278461
ENSG00000118689	FOXO3	6	108559835	108684774
ENSG00000118690	ARMC2	6	108848416	108974476
ENSG00000118965	WDR35	2	19910263	19990105
ENSG00000119004	CYP20A1	2	203238977	203306026
ENSG00000119231	SENP5	3	196867856	196934714
ENSG00000119383	PTPA	9	129110950	129148946
ENSG00000119471	HSDL2	9	112380080	112472405
ENSG00000119541	VPS4B	18	63389190	63422483
ENSG00000119559	C19orf25	19	1461143	1479219
ENSG00000119778	ATAD2B	2	23748664	23927123
ENSG00000119888	EPCAM	2	47345158	47387601
ENSG00000119899	SLC17A5	6	73593379	73653992
ENSG00000119917	IFIT3	10	89327307	89377473
ENSG00000119969	HELLS	10	94501434	94613905
ENSG00000119977	TCTN3	10	95659823	95694143
ENSG00000120029	ARMH3	10	101845599	102056193
ENSG00000120137	PANK3	5	168548495	168579368
ENSG00000120253	NUP43	6	149724315	149749665
ENSG00000120254	MTHFD1L	6	150865679	151101887
ENSG00000120256	LRP11	6	149818757	149864359
ENSG00000120262	CCDC170	6	151494017	151621193
ENSG00000120265	PCMT1	6	149749443	149811420
ENSG00000120278	PLEKHG1	6	150599883	150843665
ENSG00000120437	ACAT2	6	159762045	159779112
ENSG00000120438	TCP1	6	159778498	159789703
ENSG00000120440	TTLL2	6	167325071	167359503
ENSG00000120519	SLC10A7	4	146253975	146522372
ENSG00000120662	MTRF1	13	41216369	41263577
ENSG00000120727	PAIP2	5	139341587	139369720
ENSG00000120738	EGR1	5	138465479	138469303
ENSG00000120798	NR2C1	12	95020229	95073628
ENSG00000120889	TNFRSF10B	8	23020133	23069031
ENSG00000121152	NCAPH	2	96335766	96377091
ENSG00000121578	B4GALT4	3	119211732	119240946
ENSG00000121579	NAA50	3	113716458	113746300
ENSG00000121749	TBC1D15	12	71839707	71927248
ENSG00000121858	TNFSF10	3	172505508	172523475
ENSG00000121892	PDS5A	4	39822863	39977956
ENSG00000121903	ZSCAN20	1	33472645	33501643
ENSG00000121940	CLCC1	1	108881885	108963527
ENSG00000122033	MTIF3	13	27435643	27450591
ENSG00000122085	MTERF4	2	241072169	241102332
ENSG00000122194	PLG	6	160702238	160754097
ENSG00000122203	KIAA1191	5	176346062	176361807
ENSG00000122335	SERAC1	6	158109519	158168280
ENSG00000122359	ANXA11	10	80150889	80205572
ENSG00000122378	PRXL2A	10	80407829	80437115
ENSG00000122483	CCDC18	1	93179919	93278730
ENSG00000122557	HERPUD2	7	35632659	35697459
ENSG00000122566	HNRNPA2B1	7	26171151	26201529
ENSG00000122741	DCAF10	9	37800554	37867666
ENSG00000122912	SLC25A16	10	68477998	68527523
ENSG00000123064	DDX54	12	113157173	113185479
ENSG00000123130	ACOT9	X	23701055	23766475
ENSG00000123191	ATP7B	13	51930436	52012125
ENSG00000123200	ZC3H13	13	45954465	46052759
ENSG00000123213	NLN	5	65722205	65871725
ENSG00000123352	SPATS2	12	49366584	49527425
ENSG00000123500	COL10A1	6	116118909	116158747
ENSG00000123505	AMD1	6	110874770	110898879
ENSG00000123545	NDUFAF4	6	96889315	96897891
ENSG00000123552	USP45	6	99432325	99521728
ENSG00000123562	MORF4L2	X	103675496	103688158
ENSG00000123607	TTC21B	2	165857475	165953851
ENSG00000123992	DNPEP	2	219372043	219400022
ENSG00000124151	NCOA3	20	47501887	47656877
ENSG00000124171	PARD6B	20	50731580	50756795
ENSG00000124172	ATP5F1E	20	59025475	59032345
ENSG00000124214	STAU1	20	49113339	49188367
ENSG00000124222	STX16	20	58651253	58679526
ENSG00000124422	USP22	17	20999596	21043760
ENSG00000124486	USP9X	X	41085445	41236579
ENSG00000124493	GRM4	6	34018643	34155622
ENSG00000124496	TRERF1	6	42224931	42452051
ENSG00000124508	BTN2A2	6	26383096	26394874
ENSG00000124523	SIRT5	6	13574227	13615158
ENSG00000124532	MRS2	6	24402908	24426194
ENSG00000124535	WRNIP1	6	2765393	2786952
ENSG00000124541	RRP36	6	43021623	43034156
ENSG00000124549	BTN2A3P	6	26421391	26432383
ENSG00000124562	SNRPC	6	34757505	34773857
ENSG00000124570	SERPINB6	6	2948159	2972165
ENSG00000124571	XPO5	6	43522334	43576038
ENSG00000124574	ABCC10	6	43427366	43450427
ENSG00000124575	H1-3	6	26234212	26234987
ENSG00000124587	PEX6	6	42963865	42979181
ENSG00000124588	NQO2	6	2987987	3019755
ENSG00000124596	OARD1	6	41033627	41097787
ENSG00000124602	UNC5CL	6	41026895	41039221
ENSG00000124608	AARS2	6	44298731	44313347
ENSG00000124613	ZNF391	6	27374615	27403908
ENSG00000124614	RPS10	6	34417454	34426069
ENSG00000124615	MOCS1	6	39899578	39934551
ENSG00000124635	H2BC11	6	27125897	27132795
ENSG00000124641	MED20	6	41905354	41921139
ENSG00000124657	OR2B6	6	27957241	27958182
ENSG00000124659	TBCC	6	42744498	42746103
ENSG00000124702	KLHDC3	6	43014103	43021298
ENSG00000124721	DNAH8	6	38715311	39030792
ENSG00000124743	KLHL31	6	53647916	53665756
ENSG00000124749	COL21A1	6	56056590	56394094
ENSG00000124762	CDKN1A	6	36676460	36687337
ENSG00000124766	SOX4	6	21593751	21598619
ENSG00000124767	GLO1	6	38675925	38703145
ENSG00000124782	RREB1	6	7107597	7251980
ENSG00000124783	SSR1	6	7268306	7347446
ENSG00000124784	RIOK1	6	7389793	7418037
ENSG00000124785	NRN1	6	5997999	6007605
ENSG00000124786	SLC35B3	6	8411435	8435561
ENSG00000124788	ATXN1	6	16299112	16761491
ENSG00000124789	NUP153	6	17615035	17706925
ENSG00000124795	DEK	6	18223860	18264548
ENSG00000124802	EEF1E1	6	8073360	8102559
ENSG00000124813	RUNX2	6	45328157	45664349
ENSG00000124818	OPN5	6	47781982	47832780
ENSG00000124831	LRRFIP1	2	237627587	237813682
ENSG00000125337	KIF25	6	167996241	168045091
ENSG00000125347	IRF1	5	132440440	132508719
ENSG00000125351	UPF3B	X	119805311	119852998
ENSG00000125691	RPL23	17	38847860	38853764
ENSG00000125731	SH2D3A	19	6752160	6767463
ENSG00000125868	DSTN	20	17570075	17609919
ENSG00000125885	MCM8	20	5950652	5998977
ENSG00000125944	HNRNPR	1	23303771	23344336
ENSG00000125977	EIF2S2	20	34088309	34112243
ENSG00000125991	ERGIC3	20	35542038	35557634
ENSG00000126001	CEP250	20	35455164	35519280
ENSG00000126067	PSMB2	1	35599541	35641526
ENSG00000126070	AGO3	1	35930718	36072500
ENSG00000126247	CAPNS1	19	36139953	36150353
ENSG00000126267	COX6B1	19	35648323	35658782
ENSG00000126391	FRMD8	11	65386621	65413525
ENSG00000126870	DYNC2I1	7	158856558	158956747
ENSG00000127022	CANX	5	179678628	179731641
ENSG00000127328	RAB3IP	12	69738860	69823204
ENSG00000127481	UBR4	1	19074510	19210266
ENSG00000127483	HP1BP3	1	20740266	20787323
ENSG00000127526	SLC35E1	19	16549831	16572415
ENSG00000127946	HIP1	7	75533298	75738962
ENSG00000127957	PMS2P3	7	75507747	75528148
ENSG00000128000	ZNF780B	19	40028260	40056231
ENSG00000128039	SRD5A3	4	55346213	55373100
ENSG00000128050	PAICS	4	56435741	56464578
ENSG00000128394	APOBEC3F	22	39040604	39055972
ENSG00000128923	MINDY2	15	58771192	58861900
ENSG00000128989	ARPP19	15	52547045	52569883
ENSG00000129128	SPCS3	4	176319966	176332245
ENSG00000129351	ILF3	19	10654261	10692417
ENSG00000129451	KLK10	19	51012739	51020175
ENSG00000130023	ERMARD	6	169751622	169781600
ENSG00000130024	PHF10	6	169703902	169725566
ENSG00000130066	SAT1	X	23783173	23786210
ENSG00000130164	LDLR	19	11089462	11133820
ENSG00000130202	NECTIN2	19	44846175	44889223
ENSG00000130303	BST2	19	17402939	17405630
ENSG00000130309	COLGALT1	19	17555649	17583162
ENSG00000130338	TULP4	6	158232236	158511828
ENSG00000130340	SNX9	6	157700387	157945077
ENSG00000130347	RTN4IP1	6	106570771	106629498
ENSG00000130348	QRSL1	6	106629578	106668417
ENSG00000130349	MTRES1	6	107028199	107051586
ENSG00000130363	RSPH3	6	158972871	159000202
ENSG00000130396	AFDN	6	167826911	167972023
ENSG00000130402	ACTN4	19	38647649	38731589
ENSG00000130513	GDF15	19	18374731	18389176
ENSG00000130589	HELZ2	20	63558086	63574239
ENSG00000130703	OSBPL2	20	62231922	62296213
ENSG00000130741	EIF2S3	X	24054946	24078810
ENSG00000130764	LRRC47	1	3778559	3796498
ENSG00000130921	MTRFR	12	123233385	123258079
ENSG00000131013	PPIL4	6	149504495	149546043
ENSG00000131015	ULBP2	6	149942014	149949235
ENSG00000131016	AKAP12	6	151239967	151358559
ENSG00000131018	SYNE1	6	152121687	152637801
ENSG00000131019	ULBP3	6	150061053	150069121
ENSG00000131023	LATS1	6	149658153	149718105
ENSG00000131467	PSME3	17	42824385	42843760
ENSG00000131828	PDHA1	X	19343893	19361718
ENSG00000131844	MCCC2	5	71579531	71658706
ENSG00000131941	RHPN2	19	32978592	33064888
ENSG00000132155	RAF1	3	12582101	12664201
ENSG00000132199	ENOSF1	18	670318	712662
ENSG00000132256	TRIM5	11	5663195	5938619
ENSG00000132313	MRPL35	2	86199355	86213790
ENSG00000132341	RAN	12	130872037	130877678
ENSG00000132423	COQ3	6	99369401	99394195
ENSG00000132424	PNISR	6	99397629	99425331
ENSG00000132466	ANKRD17	4	73073376	73258798
ENSG00000132475	H3-3B	17	75776434	75785893
ENSG00000132485	ZRANB2	1	71063291	71081289
ENSG00000132646	PCNA	20	5114953	5126626
ENSG00000132676	DAP3	1	155687960	155739010
ENSG00000132680	KHDC4	1	155913045	155934413
ENSG00000132846	ZBED3	5	77072072	77087285
ENSG00000132854	KANK4	1	62236165	62319434
ENSG00000133059	DSTYK	1	205142505	205211702
ENSG00000133706	LARS1	5	146110566	146182696
ENSG00000133789	SWAP70	11	9664077	9752993
ENSG00000133835	HSD17B4	5	119452465	119637199
ENSG00000134086	VHL	3	10141778	10153667
ENSG00000134186	PRPF38B	1	108692310	108702928
ENSG00000134222	PSRC1	1	109279556	109283186
ENSG00000134308	YWHAQ	2	9583967	9630997
ENSG00000134419	RPS15A	16	18781295	18790383
ENSG00000134490	TMEM241	18	23197144	23437961
ENSG00000134644	PUM1	1	30931506	31065991
ENSG00000134698	AGO4	1	35808016	35857890
ENSG00000134996	OSTF1	9	75088514	75147265
ENSG00000135018	UBQLN1	9	83659968	83707958
ENSG00000135048	CEMIP2	9	71683366	71816690
ENSG00000135108	FBXO21	12	117141991	117190470
ENSG00000135164	DMTF1	7	87152409	87196337
ENSG00000135245	HILPDA	7	128455849	128458418
ENSG00000135249	RINT1	7	105532169	105567677
ENSG00000135269	TES	7	116210506	116258783
ENSG00000135297	MTO1	6	73461578	73509236
ENSG00000135298	ADGRB3	6	68635282	69390571
ENSG00000135299	ANKRD6	6	89433152	89633834
ENSG00000135314	KHDC1	6	73241314	73310365
ENSG00000135315	CEP162	6	84124241	84227643
ENSG00000135316	SYNCRIP	6	85607779	85644063
ENSG00000135317	SNX14	6	85504776	85594156
ENSG00000135318	NT5E	6	85449584	85495791
ENSG00000135324	MRAP2	6	84033772	84090881
ENSG00000135333	EPHA7	6	93240020	93419687
ENSG00000135334	AKIRIN2	6	87674860	87702233
ENSG00000135336	ORC3	6	87590067	87667453
ENSG00000135338	LCA5	6	79484991	79537458
ENSG00000135341	MAP3K7	6	90513573	90587072
ENSG00000135373	EHF	11	34621093	34663288
ENSG00000135378	PRRG4	11	32829927	32858120
ENSG00000135486	HNRNPA1	12	54280193	54287088
ENSG00000135521	LTV1	6	143843338	143863812
ENSG00000135525	MAP7	6	136342281	136550819
ENSG00000135535	CD164	6	109366514	109382467
ENSG00000135537	AFG1L	6	108294991	108526796
ENSG00000135540	NHSL1	6	138422043	138692571
ENSG00000135541	AHI1	6	135283407	135498434
ENSG00000135547	HEY2	6	125747664	125761269
ENSG00000135549	PKIB	6	122471917	122726373
ENSG00000135577	NMBR	6	142058330	142147122
ENSG00000135587	SMPD2	6	109440724	109443919
ENSG00000135596	MICAL1	6	109444062	109465968
ENSG00000135597	REPS1	6	138903493	138988261
ENSG00000135604	STX11	6	144150517	144191939
ENSG00000135655	USP15	12	62260338	62417431
ENSG00000135686	KLHL36	16	84648511	84667686
ENSG00000135698	MPHOSPH6	16	82147798	82170224
ENSG00000135720	DYNC1LI2	16	66720893	66751609
ENSG00000135870	RC3H1	1	173931084	174022357
ENSG00000135929	CYP27A1	2	218781749	218815293
ENSG00000135930	EIF4E2	2	232550659	232583644
ENSG00000135966	TGFBRAP1	2	105264391	105329735
ENSG00000136111	TBC1D4	13	75283503	75482169
ENSG00000136141	LRCH1	13	46553168	46753040
ENSG00000136238	RAC1	7	6374527	6403967
ENSG00000136379	ABHD17C	15	80679684	80755621
ENSG00000136574	GATA4	8	11676959	11760002
ENSG00000136731	UGGT1	2	128091200	128195677
ENSG00000136758	YME1L1	10	27110111	27155266
ENSG00000136810	TXN	9	110243810	110256507
ENSG00000136827	TOR1A	9	129812942	129824244
ENSG00000136868	SLC31A1	9	113221544	113264492
ENSG00000136875	PRPF4	9	113275642	113294009
ENSG00000136932	TRMO	9	97904489	97922500
ENSG00000136938	ANP32B	9	97983341	98015943
ENSG00000136943	CTSV	9	97029677	97156556
ENSG00000137073	UBAP2	9	33921693	34049388
ENSG00000137145	DENND4C	9	19230435	19374281
ENSG00000137168	PPIL1	6	36854827	36874803
ENSG00000137177	KIF13A	6	17759183	17987635
ENSG00000137185	ZSCAN9	6	28224886	28233487
ENSG00000137193	PIM1	6	37170152	37175428
ENSG00000137198	GMPR	6	16238587	16295549
ENSG00000137200	CMTR1	6	37433219	37482827
ENSG00000137203	TFAP2A	6	10393186	10419659
ENSG00000137207	YIPF3	6	43511832	43516985
ENSG00000137210	TMEM14B	6	10747759	10852753
ENSG00000137218	FRS3	6	41770176	41786542
ENSG00000137221	TJAP1	6	43477523	43506556
ENSG00000137225	CAPN11	6	44158811	44184401
ENSG00000137251	TINAG	6	54307859	54390142
ENSG00000137261	KIAA0319	6	24544104	24646191
ENSG00000137266	SLC22A23	6	3268962	3457050
ENSG00000137269	LRRC1	6	53794497	53924125
ENSG00000137273	FOXF2	6	1389576	1395603
ENSG00000137275	RIPK1	6	3063824	3115187
ENSG00000137285	TUBB2B	6	3223324	3231730
ENSG00000137288	UQCC2	6	33694293	33711727
ENSG00000137309	HMGA1	6	34236873	34246231
ENSG00000137310	TCF19	6	31158547	31167159
ENSG00000137338	PGBD1	6	28281572	28302549
ENSG00000137343	ATAT1	6	30626842	30646823
ENSG00000137364	TPMT	6	18128311	18155077
ENSG00000137392	CLPS	6	35794982	35797344
ENSG00000137393	RNF144B	6	18387350	18468870
ENSG00000137409	MTCH1	6	36968141	36986298
ENSG00000137413	TAF8	6	42050513	42087461
ENSG00000137414	FAM8A1	6	17600302	17611719
ENSG00000137693	YAP1	11	102110447	102233424
ENSG00000137714	FDX1	11	110429948	110464884
ENSG00000137815	RTF1	15	41408408	41483563
ENSG00000137955	RABGGTB	1	75786197	75795086
ENSG00000137970	RPL7P9	1	96678874	96679620
ENSG00000138035	PNPT1	2	55634061	55693863
ENSG00000138050	THUMPD2	2	39736060	39779267
ENSG00000138071	ACTR2	2	65227788	65271253
ENSG00000138095	LRPPRC	2	43886224	43996226
ENSG00000138101	DTNB	2	25377198	25673647
ENSG00000138107	ACTR1A	10	102461881	102502712
ENSG00000138119	MYOF	10	93306429	93482334
ENSG00000138160	KIF11	10	92574105	92655395
ENSG00000138346	DNA2	10	68414064	68472121
ENSG00000138382	METTL5	2	169810081	169824931
ENSG00000138443	ABI2	2	203328280	203447728
ENSG00000138448	ITGAV	2	186590056	186680901
ENSG00000138459	SLC35A5	3	112561709	112585579
ENSG00000138642	HERC6	4	88378739	88443097
ENSG00000138768	USO1	4	75724577	75814286
ENSG00000139132	FGD4	12	32399558	32646050
ENSG00000139233	LLPH	12	66116555	66130750
ENSG00000139289	PHLDA1	12	76025447	76031776
ENSG00000139433	GLTP	12	109850945	109880541
ENSG00000139496	NUP58	13	25301556	25349800
ENSG00000139537	CCDC65	12	48904110	48931840
ENSG00000139579	NABP2	12	56222015	56229854
ENSG00000139629	GALNT6	12	51351247	51392867
ENSG00000139631	CSAD	12	53157663	53180925
ENSG00000139697	SBNO1	12	123289109	123364847
ENSG00000139722	VPS37B	12	122865330	122896127
ENSG00000139726	DENR	12	122752824	122771064
ENSG00000140199	SLC12A6	15	34229784	34338060
ENSG00000140263	SORD	15	45023147	45077185
ENSG00000140319	SRP14	15	40035690	40039181
ENSG00000140350	ANP32A	15	68778535	68820897
ENSG00000140374	ETFA	15	76188555	76311730
ENSG00000140451	PIF1	15	64815632	64825668
ENSG00000140471	LINS1	15	100559369	100603230
ENSG00000140525	FANCI	15	89243945	89317261
ENSG00000140575	IQGAP1	15	90388242	90502239
ENSG00000140612	SEC11A	15	84669538	84716460
ENSG00000140718	FTO	16	53701692	54158512
ENSG00000140743	CDR2	16	22345936	22437165
ENSG00000140987	ZSCAN32	16	3382081	3401065
ENSG00000141027	NCOR1	17	16029157	16218185
ENSG00000141279	NPEPPS	17	47522942	47624665
ENSG00000141298	SSH2	17	29625938	29930276
ENSG00000141367	CLTC	17	59619689	59696956
ENSG00000141380	SS18	18	26016253	26091217
ENSG00000141564	RPTOR	17	80544819	80966371
ENSG00000141569	TRIM65	17	75880335	75896951
ENSG00000141867	BRD4	19	15235519	15332545
ENSG00000142192	APP	21	25880550	26171128
ENSG00000142197	DOP1B	21	36156782	36294274
ENSG00000142534	RPS11	19	49496365	49499708
ENSG00000142546	NOSIP	19	49555468	49590262
ENSG00000142676	RPL11	1	23691742	23696835
ENSG00000142864	SERBP1	1	67407810	67430415
ENSG00000142910	TINAGL1	1	31576485	31587686
ENSG00000143106	PSMA5	1	109399042	109426448
ENSG00000143337	TOR1AIP1	1	179882042	179920077
ENSG00000143367	TUFT1	1	151540305	151583583
ENSG00000143379	SETDB1	1	150926263	150964744
ENSG00000143549	TPM3	1	154155304	154194648
ENSG00000143753	DEGS1	1	224175756	224193441
ENSG00000143771	CNIH4	1	224356858	224379459
ENSG00000143811	PYCR2	1	225919877	225924340
ENSG00000143947	RPS27A	2	55231903	55235853
ENSG00000144021	CIAO1	2	96266159	96274173
ENSG00000144061	NPHP1	2	110122311	110205066
ENSG00000144136	SLC20A1	2	112645939	112663825
ENSG00000144401	METTL21A	2	207580631	207625928
ENSG00000144554	FANCD2	3	10026370	10101932
ENSG00000144713	RPL32	3	12834485	12841582
ENSG00000144741	SLC25A26	3	66133610	66388116
ENSG00000144747	TMF1	3	69019827	69052339
ENSG00000144815	NXPE3	3	101779202	101828231
ENSG00000144895	EIF2A	3	150546678	150586016
ENSG00000145103	ILDR1	3	121987323	122022247
ENSG00000145390	USP53	4	119212587	119295518
ENSG00000145425	RPS3A	4	151099624	151104642
ENSG00000145494	NDUFS6	5	1801407	1816048
ENSG00000145495	MARCHF6	5	10353695	10440388
ENSG00000145592	RPL37	5	40825262	40835222
ENSG00000145780	FEM1C	5	115520908	115544775
ENSG00000145817	YIPF5	5	144158162	144170714
ENSG00000145860	RNF145	5	159157409	159210053
ENSG00000145912	NHP2	5	178149463	178153894
ENSG00000145949	MYLK4	6	2663629	2750922
ENSG00000145979	TBC1D7	6	13266542	13328583
ENSG00000145982	FARS2	6	5261044	5829192
ENSG00000145990	GFOD1	6	13357830	13487662
ENSG00000145996	CDKAL1	6	20534457	21232404
ENSG00000146038	DCDC2	6	24171755	24358059
ENSG00000146072	TNFRSF21	6	47231532	47309905
ENSG00000146085	MMUT	6	49430360	49463253
ENSG00000146109	ABT1	6	26596953	26600739
ENSG00000146122	DAAM2	6	39792298	39904877
ENSG00000146143	PRIM2	6	57314805	57646850
ENSG00000146197	SCUBE3	6	35213956	35253079
ENSG00000146216	TTBK1	6	43243481	43288258
ENSG00000146223	RPL7L1	6	42879616	42889925
ENSG00000146232	NFKBIE	6	44258166	44265788
ENSG00000146233	CYP39A1	6	46549580	46652830
ENSG00000146242	TPBG	6	82363206	82367420
ENSG00000146243	IRAK1BP1	6	78867551	78946440
ENSG00000146247	PHIP	6	78934419	79078254
ENSG00000146250	PRSS35	6	83512534	83525704
ENSG00000146263	MMS22L	6	97142161	97283217
ENSG00000146267	FAXC	6	99271168	99350062
ENSG00000146276	GABRR1	6	89177504	89231278
ENSG00000146278	PNRC1	6	89080751	89085160
ENSG00000146281	PM20D2	6	89146055	89165565
ENSG00000146282	RARS2	6	87513459	87590028
ENSG00000146350	TBC1D32	6	121079494	121334745
ENSG00000146374	RSPO3	6	127118671	127199481
ENSG00000146376	ARHGAP18	6	129576132	129710177
ENSG00000146378	TAAR2	6	132617022	132624275
ENSG00000146386	ABRACL	6	139028745	139043302
ENSG00000146399	TAAR1	6	132643312	132659182
ENSG00000146409	SLC18B1	6	132769370	132813339
ENSG00000146410	MTFR2	6	136231024	136250335
ENSG00000146411	SLC2A12	6	133987581	134052624
ENSG00000146414	SHPRH	6	145864245	145964423
ENSG00000146416	AIG1	6	143060496	143341058
ENSG00000146425	DYNLT1	6	158636474	158644743
ENSG00000146426	TIAM2	6	154832697	155257723
ENSG00000146433	TMEM181	6	158536436	158635429
ENSG00000146453	PNLDC1	6	159800249	159820704
ENSG00000146457	WTAP	6	159725585	159756319
ENSG00000146476	ARMT1	6	151452258	151470101
ENSG00000146477	SLC22A3	6	160348378	160452577
ENSG00000146592	CREB5	7	28299321	28825894
ENSG00000146670	CDCA5	11	65066300	65084164
ENSG00000146676	PURB	7	44876299	44885530
ENSG00000146833	TRIM4	7	99876958	99919531
ENSG00000147050	KDM6A	X	44873188	45112779
ENSG00000147121	KRBOX4	X	46447292	46497422
ENSG00000147140	NONO	X	71254814	71301522
ENSG00000147475	ERLIN2	8	37736601	37758422
ENSG00000147535	PLPP5	8	38263130	38269243
ENSG00000147604	RPL7	8	73290242	73295789
ENSG00000147649	MTDH	8	97644184	97730260
ENSG00000147677	EIF3H	8	116642130	116766925
ENSG00000147679	UTP23	8	116766505	116849463
ENSG00000147684	NDUFB9	8	124539101	124580648
ENSG00000147862	NFIB	9	14081843	14398983
ENSG00000147872	PLIN2	9	19108375	19149290
ENSG00000147955	SIGMAR1	9	34634722	34637844
ENSG00000148153	INIP	9	112683926	112718149
ENSG00000148175	STOM	9	121338987	121370304
ENSG00000148484	RSU1	10	16590611	16817463
ENSG00000148672	GLUD1	10	87050202	87094843
ENSG00000148719	DNAJB12	10	72332830	72355149
ENSG00000148730	EIF4EBP2	10	70404145	70428618
ENSG00000148773	MKI67	10	128096659	128126423
ENSG00000148843	PDCD11	10	103396626	103446294
ENSG00000148943	LIN7C	11	27494418	27506769
ENSG00000148950	IMMP1L	11	31432401	31509645
ENSG00000149311	ATM	11	108223044	108369102
ENSG00000149532	CPSF7	11	61402641	61430031
ENSG00000149554	CHEK1	11	125625163	125676255
ENSG00000149716	LTO1	11	69653076	69675416
ENSG00000149922	TBX6	16	30085793	30091924
ENSG00000149929	HIRIP3	16	29992330	29996074
ENSG00000150779	TIMM8B	11	112084800	112086798
ENSG00000150782	IL18	11	112143253	112164096
ENSG00000150991	UBC	12	124911604	124917368
ENSG00000151092	NGLY1	3	25718944	25790039
ENSG00000151150	ANK3	10	60026298	60733490
ENSG00000151229	SLC2A13	12	39755025	40106089
ENSG00000151327	FAM177A1	14	35044907	35113130
ENSG00000151693	ASAP2	2	9206765	9405683
ENSG00000151748	SAV1	14	50632058	50668306
ENSG00000151883	PARP8	5	50665899	50846519
ENSG00000151914	DST	6	56457987	56954830
ENSG00000152034	MCHR2	6	99918519	99994247
ENSG00000152291	TGOLN2	2	85318027	85328251
ENSG00000152348	ATG10	5	81972023	82276857
ENSG00000152527	PLEKHH2	2	43637260	43767987
ENSG00000152642	GPD1L	3	32105689	32168709
ENSG00000152818	UTRN	6	144285335	144853034
ENSG00000152822	GRM1	6	146027646	146437601
ENSG00000152894	PTPRK	6	127968785	128520616
ENSG00000152954	NRSN1	6	24126186	24154900
ENSG00000153046	CDYL	6	4706159	4955551
ENSG00000153107	ANAPC1	2	111611639	111884690
ENSG00000153113	CAST	5	96525267	96779595
ENSG00000153162	BMP6	6	7726099	7881728
ENSG00000153201	RANBP2	2	108719482	108785809
ENSG00000153291	SLC25A27	6	46652915	46678190
ENSG00000153292	ADGRF1	6	46997708	47042350
ENSG00000153294	ADGRF4	6	47685864	47722021
ENSG00000153721	CNKSR3	6	154387515	154510685
ENSG00000153914	SREK1	5	66139971	66183615
ENSG00000153975	ZUP1	6	116635618	116668794
ENSG00000153989	NUS1	6	117675469	117710727
ENSG00000154079	SDHAF4	6	70566917	70589569
ENSG00000154269	ENPP3	6	131628442	131747418
ENSG00000154548	SRSF12	6	89095959	89118071
ENSG00000154642	C21orf91	21	17788974	17819386
ENSG00000154710	RABGEF1	7	66682164	66811464
ENSG00000154760	SLFN13	17	35435096	35448837
ENSG00000154945	ANKRD40	17	50693198	50707914
ENSG00000155034	FBXL18	7	5431335	5513809
ENSG00000155085	AK9	6	109492855	109691217
ENSG00000155096	AZIN1	8	102826111	102893864
ENSG00000155111	CDK19	6	110609978	110815958
ENSG00000155115	GTF3C6	6	110958706	110967890
ENSG00000155229	MMS19	10	97458324	97498794
ENSG00000155363	MOV10	1	112673141	112700756
ENSG00000155380	SLC16A1	1	112911847	112957593
ENSG00000155906	RMND1	6	151398898	151452158
ENSG00000155918	RAET1L	6	150018334	150025532
ENSG00000155957	TMBIM4	12	66135846	66170027
ENSG00000155975	VPS37A	8	17246931	17302427
ENSG00000156467	UQCRB	8	96222947	96235546
ENSG00000156508	EEF1A1	6	73489308	73525587
ENSG00000156535	CD109	6	73695785	73828316
ENSG00000156639	ZFAND3	6	37819727	38154624
ENSG00000156711	MAPK13	6	36127809	36144524
ENSG00000156802	ATAD2	8	123319850	123416350
ENSG00000157036	EXOG	3	38496127	38542161
ENSG00000157214	STEAP2	7	90167590	90238137
ENSG00000157259	GATAD1	7	92447482	92460075
ENSG00000157349	DDX19B	16	70289663	70335305
ENSG00000157483	MYO1E	15	59132434	59372871
ENSG00000157500	APPL1	3	57227726	57278105
ENSG00000157693	TMEM268	9	114611206	114646422
ENSG00000158109	TPRG1L	1	3625015	3630127
ENSG00000158373	H2BC5	6	26158122	26171349
ENSG00000158406	H4C8	6	26277609	26285638
ENSG00000158411	MITD1	2	99161427	99181058
ENSG00000158482	SNX29P1	16	21376648	21386064
ENSG00000158553	POM121L2	6	27285903	27312273
ENSG00000158691	ZSCAN12	6	28378955	28399747
ENSG00000158710	TAGLN2	1	159918107	159925507
ENSG00000159063	ALG8	11	78095244	78139660
ENSG00000159140	SON	21	33543038	33577481
ENSG00000159263	SIM2	21	36699115	36749917
ENSG00000159352	PSMD4	1	151254709	151267479
ENSG00000159423	ALDH4A1	1	18871430	18902724
ENSG00000159461	AMFR	16	56361452	56425545
ENSG00000159840	ZYX	7	143381295	143391111
ENSG00000159921	GNE	9	36214441	36277042
